"","taxon","lfc_(Intercept)","lfc_associated.phenotypeD015179","se_(Intercept)","se_associated.phenotypeD015179","W_(Intercept)","W_associated.phenotypeD015179","p_(Intercept)","p_associated.phenotypeD015179","q_(Intercept)","q_associated.phenotypeD015179","diff_(Intercept)","diff_associated.phenotypeD015179","passed_ss_(Intercept)","passed_ss_associated.phenotypeD015179","Species","Genus"
"800","GCF_004154955.1",-0.167397384172448,-0.00924824480532507,NA,0.0260903752072861,NA,-0.354469597767317,1,0.723919652950551,1,0.736989415992787,FALSE,FALSE,FALSE,FALSE,"s__Intestinimonas butyriciproducens","g__Intestinimonas"
"801","GCF_004166885.1",0.170789723935569,-0.409313514153154,NA,0.023102464777951,NA,-17.7173093038888,1,1.81242296083986e-11,1,3.76198221933018e-11,FALSE,TRUE,FALSE,FALSE,"s__Streptococcus sp004166885","g__Streptococcus"
"802","GCF_004168205.1",0.486381556538152,-0.0300471082747698,NA,0.0337695776653306,NA,-0.889768553594248,1,0.376043968625881,1,0.39676156772897,FALSE,FALSE,FALSE,TRUE,"s__Catenibacterium sp000437715","g__Catenibacterium"
"803","GCF_004211955.1",-0.320900843168364,0.564905838278437,NA,0.0325594305076483,NA,17.3499913687292,1,3.31350336736384e-31,1,4.20400739734287e-30,FALSE,TRUE,FALSE,FALSE,"s__Escherichia sp004211955","g__Escherichia"
"804","GCF_004341945.1",0.339617854006748,-1.36043469175307,NA,0.0253782360562072,NA,-53.6063534415869,1,1.16874837246479e-15,1,3.56240119535064e-15,FALSE,TRUE,FALSE,TRUE,"s__Longicatena caecimuris","g__Longicatena"
"805","GCF_004345265.1",0.833771532201402,-1.30412568292689,NA,0.0244636138450477,NA,-53.308791218959,1,1.92544850824713e-26,1,1.45845539990361e-25,FALSE,TRUE,FALSE,FALSE,"s__Fournierella massiliensis","g__Fournierella"
"806","GCF_004793475.1",-0.219153399859118,0.298660827024549,NA,0.0402326549523943,NA,7.4233437335404,1,1.27593528154997e-12,1,2.95005537761554e-12,FALSE,TRUE,FALSE,FALSE,"s__Bacteroides sp002491635","g__Bacteroides"
"807","GCF_004793765.1",-0.229585162324443,0.238644230886584,NA,0.0301503578211606,NA,7.91513760142158,1,1.01265295813717e-13,1,2.58902456551442e-13,FALSE,TRUE,FALSE,FALSE,"s__Parabacteroides distasonis_A","g__Parabacteroides"
"808","GCF_004803695.1",-0.193450629074223,1.10539616797698,NA,0.022601998790859,NA,48.9070094289198,1,3.38087062486046e-11,1,6.80869778617731e-11,FALSE,TRUE,FALSE,TRUE,"s__Muribaculum gordoncarteri","g__Muribaculum"
"809","GCF_004843545.1",1.47738069064901,-2.27006085322665,NA,0.0292596224519484,NA,-77.5833952387682,1,7.59695147973241e-20,1,3.26733294573237e-19,FALSE,TRUE,FALSE,FALSE,"s__Streptococcus pasteurianus","g__Streptococcus"
"810","GCF_005121165.3",0.146997129922292,0.199872247975511,NA,0.0603498672507564,NA,3.31189208992015,1,0.000997482714892038,1,0.00126397622423897,FALSE,TRUE,TRUE,TRUE,"s__Dysosmobacter welbionis","g__Dysosmobacter"
"811","GCF_005843885.1",-0.700712651807241,0.773298735500712,NA,0.0258421756071915,NA,29.9239021998409,1,5.34695815544773e-29,1,5.48198235129237e-28,FALSE,TRUE,FALSE,FALSE,"s__Escherichia sp005843885","g__Escherichia"
"812","GCF_005844325.1",0.788281832742731,-0.76882426540592,NA,0.0357918661669234,NA,-21.4804185347681,1,1.40564456872281e-29,1,1.56783432665237e-28,FALSE,TRUE,FALSE,TRUE,"s__Collinsella aerofaciens_G","g__Collinsella"
"813","GCF_005845215.1",-0.825677926048812,0.740054478959335,NA,0.0289782340489416,NA,25.5382877269005,1,6.08987370347891e-35,1,1.21200427628061e-33,FALSE,TRUE,FALSE,FALSE,"s__Enterocloster sp005845215","g__Enterocloster"
"814","GCF_006337085.1",0.937570861970021,-1.04815544821247,NA,0.0226338985989762,NA,-46.3090988779055,1,6.79392210863931e-09,1,1.14930515671148e-08,FALSE,TRUE,FALSE,TRUE,"s__Sutterella faecalis","g__Sutterella"
"815","GCF_006385805.1",-0.208281792525841,0.15633819742139,NA,0.0247841131870036,NA,6.30800046149609,1,8.81672745304522e-05,1,0.000119002371872884,FALSE,TRUE,FALSE,FALSE,"s__Streptococcus xiaochunlingii","g__Streptococcus"
"816","GCF_006542665.1",0.00408972247734665,0.353875663280134,NA,0.0406511557987307,NA,8.70518085715004,1,2.34899401050307e-16,1,7.40443764180317e-16,FALSE,TRUE,FALSE,FALSE,"s__Alistipes communis","g__Alistipes"
"817","GCF_006542685.1",-0.0615065033943656,0.484363440714153,NA,0.0352181620477268,NA,13.7532288044377,1,3.1027149787376e-24,1,1.90863982025374e-23,FALSE,TRUE,FALSE,FALSE,"s__Alistipes dispar","g__Alistipes"
"818","GCF_006739205.1",-0.250132329718958,0.179022854788478,NA,0.0229262045129006,NA,7.808656451954,1,3.45360647923759e-07,1,5.32737169669628e-07,FALSE,TRUE,FALSE,TRUE,"s__Streptococcus mutans","g__Streptococcus"
"819","GCF_007164725.1",1.5635110202316,-1.05200434939358,NA,0.0239173795250797,NA,-43.9849335622431,1,2.17636651311093e-27,1,1.84084334233967e-26,FALSE,TRUE,FALSE,FALSE,"s__Dialister hominis","g__Dialister"
"820","GCF_008121495.1",0.263692740215563,-0.185038420661664,NA,0.0502914717942657,NA,-3.67932005288344,1,0.000292668429485784,1,0.000380844174266757,FALSE,TRUE,FALSE,FALSE,"s__Ruminococcus_B gnavus","g__Ruminococcus_B"
"821","GCF_008727735.1",0.00357647065868886,-0.045504892667797,NA,0.025077762445396,NA,-1.81455154808483,1,0.083253765885791,1,0.0929621258240681,FALSE,FALSE,FALSE,TRUE,"s__Lawsonibacter sp000177015","g__Lawsonibacter"
"822","GCF_008831035.1",0.267080926116022,-0.387732233099904,NA,0.0274267752135657,NA,-14.1369967880193,1,6.54122652837238e-21,1,3.04557106710916e-20,FALSE,TRUE,FALSE,FALSE,"s__Ellagibacter isourolithinifaciens","g__Ellagibacter"
"823","GCF_009183815.1",-0.274738193748914,1.29070312994116,NA,0.0236837965283064,NA,54.497306983639,1,1.16486600044215e-18,1,4.51274423835415e-18,FALSE,TRUE,FALSE,TRUE,"s__Sutterella seckii_A","g__Sutterella"
"824","GCF_009193295.2",-0.39879867436732,0.350853571347034,NA,0.0315588802851255,NA,11.1174277470294,1,1.41449621763473e-21,1,6.90246952355407e-21,FALSE,TRUE,FALSE,FALSE,"s__Bacteroides luhongzhouii","g__Bacteroides"
"825","GCF_009193325.2",0.00792705440342948,-0.0675785571575041,NA,0.0318420207162439,NA,-2.12230743016349,1,0.0372524080838051,1,0.0426762914278354,FALSE,TRUE,FALSE,FALSE,"s__Bacteroides zhangwenhongii","g__Bacteroides"
"826","GCF_009494135.1",1.28521324598381,-0.894664134296951,NA,0.0670163844224937,NA,-13.3499313937423,1,1.50858162696927e-27,1,1.32000892359811e-26,FALSE,TRUE,FALSE,TRUE,"s__Prevotella copri_B","g__Prevotella"
"827","GCF_009494395.1",0.982245701468095,-0.183108666718698,NA,0.0413471456954434,NA,-4.42856849339609,1,7.76709886283593e-05,1,0.000105255078047777,FALSE,TRUE,FALSE,FALSE,"s__Prevotella sp900546535","g__Prevotella"
"828","GCF_009495355.1",1.34770952331799,-0.699098281113634,NA,0.0349316709574536,NA,-20.0133077505834,1,5.0139817951279e-32,1,6.87728584061462e-31,FALSE,TRUE,FALSE,FALSE,"s__Prevotella sp900313215","g__Prevotella"
"829","GCF_009557455.1",0.229386656721804,-0.134754621842593,NA,0.0282294563009117,NA,-4.77354648301325,1,1.17245271371723e-05,1,1.66905961349648e-05,FALSE,TRUE,FALSE,FALSE,"s__Alistipes_A pullistercoris","g__Alistipes_A"
"830","GCF_009680455.1",1.05497224696806,-0.640438271065145,NA,0.0686051673638228,NA,-9.33513167701802,1,5.97113524928981e-19,1,2.37674599138398e-18,FALSE,TRUE,FALSE,FALSE,"s__Lachnospira eligens_A","g__Lachnospira"
"831","GCF_009695545.1",-0.425622612133762,0.483586465691774,NA,0.0246901453691113,NA,19.5862137894403,1,1.86647447285092e-21,1,9.0212932854461e-21,FALSE,TRUE,FALSE,FALSE,"s__Victivallis lenta","g__Victivallis"
"832","GCF_009695865.1",-0.0857737054065441,0.538994320018001,NA,0.0228308740471868,NA,23.6081333944556,1,8.95924611327557e-11,1,1.7487759240336e-10,FALSE,TRUE,FALSE,FALSE,"s__Baileyella intestinalis","g__Baileyella"
"833","GCF_009695905.1",0.140775673772172,0.169357149638753,NA,0.0239551611686023,NA,7.06975621857753,1,4.3044173731866e-08,1,6.93489465680063e-08,FALSE,TRUE,FALSE,FALSE,"s__VUNA01 sp002299625","g__VUNA01"
"834","GCF_009695995.1",0.404428274499748,-0.116587674108316,NA,0.0637694631423711,NA,-1.82826808260912,1,0.0684119333726619,1,0.0769823862231173,FALSE,FALSE,FALSE,FALSE,"s__Acetatifactor intestinalis","g__Acetatifactor"
"835","GCF_009696065.1",0.392274537425001,-0.329127710738161,NA,0.0582723586340428,NA,-5.64809316892631,1,3.61855991612103e-08,1,5.86715385760837e-08,FALSE,TRUE,FALSE,FALSE,"s__Oliverpabstia intestinalis","g__Oliverpabstia"
"836","GCF_009696075.1",0.372478403923113,-0.122508335688514,NA,0.0294069836485247,NA,-4.1659606150956,1,8.71803747090071e-05,1,0.00011798410710619,FALSE,TRUE,FALSE,FALSE,"s__Holdemanella porci","g__Holdemanella"
"837","GCF_009696265.1",0.625156762904381,-0.982863068587071,NA,0.0239619486777457,NA,-41.0176601997269,1,1.51584185418057e-11,1,3.15930078438045e-11,FALSE,TRUE,FALSE,TRUE,"s__Desulfovibrio porci","g__Desulfovibrio"
"838","GCF_009696275.1",-1.0334444056524,0.964475720578935,NA,0.0266101629903532,NA,36.2446378448934,1,4.78039710252049e-37,1,1.21302576476458e-35,FALSE,TRUE,FALSE,FALSE,"s__Eisenbergiella porci","g__Eisenbergiella"
"839","GCF_009696325.1",-0.809056073450106,0.968130090771684,NA,0.0238427270496854,NA,40.6048388992675,1,4.92534048162022e-31,1,6.09661047420064e-30,FALSE,TRUE,FALSE,FALSE,"s__Collinsella sp002391315","g__Collinsella"
"840","GCF_009707925.1",0.29004417534906,-0.376701987026823,NA,0.0421339793531265,NA,-8.94057463382866,1,1.79977976603858e-16,1,5.73476943546888e-16,FALSE,TRUE,FALSE,TRUE,"s__Blautia_A luti","g__Blautia_A"
"841","GCF_009717815.1",0.153137151331891,-0.295255400550026,NA,0.0289350135582386,NA,-10.2040871678098,1,2.63757697506083e-12,1,5.90980271454027e-12,FALSE,TRUE,FALSE,FALSE,"s__Streptococcus parasanguinis_F","g__Streptococcus"
"842","GCF_009738225.1",0.428802030773475,-0.748352254139753,NA,0.0475514986915411,NA,-15.7377217276409,1,3.80929362286417e-30,1,4.44417589334153e-29,FALSE,TRUE,FALSE,TRUE,"s__Streptococcus sp001556435","g__Streptococcus"
"843","GCF_009767585.1",0.140085224589436,-0.218647366358671,NA,0.0290999795637127,NA,-7.51366047800672,1,4.43056998513452e-10,1,8.22107403948808e-10,FALSE,TRUE,FALSE,TRUE,"s__Coprobacillus cateniformis","g__Coprobacillus"
"844","GCF_009876115.1",0.485549297620386,-0.583781544288908,NA,0.0233890244436693,NA,-24.959636332627,1,4.9071641026791e-11,1,9.7280694613658e-11,FALSE,TRUE,FALSE,TRUE,"s__Collinsella aerofaciens_N","g__Collinsella"
"845","GCF_009883055.1",0.0704697587819343,0.12533641449504,NA,0.0425273015918425,NA,2.94719885352617,1,0.00367435833964058,1,0.00451510134955834,FALSE,TRUE,FALSE,TRUE,"s__Blautia_A sp900548245","g__Blautia_A"
"846","GCF_010120595.1",0.170075741075077,-0.219300776960731,NA,0.0471520751853685,NA,-4.65092524769263,1,5.75504245367349e-06,1,8.36872219266275e-06,FALSE,TRUE,FALSE,FALSE,"s__Streptococcus thermophilus","g__Streptococcus"
"847","GCF_010509075.1",0.657966920019677,-0.509175083274269,NA,0.0250330603817946,NA,-20.3401052651385,1,2.60546355287886e-18,1,9.83102418651317e-18,FALSE,TRUE,FALSE,TRUE,"s__Collinsella aerofaciens","g__Collinsella"
"848","GCF_010509575.1",0.70270771904673,-0.0182696438836919,NA,0.0686064599317653,NA,-0.266296262798904,1,0.790104087210526,1,0.798760606094307,FALSE,FALSE,FALSE,FALSE,"s__Faecalibacterium duncaniae","g__Faecalibacterium"
"849","GCF_010537335.1",0.251990122214255,-0.89513027223735,NA,0.0224594929065556,NA,-39.8553197955807,1,1.63090891044591e-09,1,2.89400794423532e-09,FALSE,TRUE,FALSE,TRUE,"s__Amedibacterium intestinale","g__Amedibacterium"
"850","GCF_010669225.1",0.924357278760283,-0.528585358805645,NA,0.0341755474000633,NA,-15.4667708059788,1,5.95070486481881e-17,1,1.97384491431081e-16,FALSE,TRUE,FALSE,TRUE,"s__Megamonas funiformis","g__Megamonas"
"851","GCF_011405655.1",0.197069185266426,-0.26096235157602,NA,0.037372791484431,NA,-6.98268288802386,1,6.43125524877797e-11,1,1.26998522908748e-10,FALSE,TRUE,FALSE,FALSE,"s__Adlercreutzia hattorii","g__Adlercreutzia"
"852","GCF_011927845.1",0.119815880663502,-0.252572202249052,NA,0.0364857418258197,NA,-6.92249052944608,1,1.03345624015351e-10,1,2.00182840411416e-10,FALSE,TRUE,FALSE,FALSE,"s__Butyricimonas paravirosa","g__Butyricimonas"
"853","GCF_012317185.1",-0.540612786357778,0.450233060483072,NA,0.0305723845989534,NA,14.7267891068754,1,1.37417794157233e-21,1,6.73811889225082e-21,FALSE,TRUE,FALSE,FALSE,"s__Clostridium_AQ innocuum","g__Clostridium_AQ"
"854","GCF_012843875.1",0.265710468777183,0.132219663765433,NA,0.0350114757737874,NA,3.77646645401975,1,0.000302196480175116,1,0.000392739343633473,FALSE,TRUE,FALSE,FALSE,"s__Desulfovibrio sp900556755","g__Desulfovibrio"
"855","GCF_013009555.1",0.594681866484721,0.0293574304254395,NA,0.0946948015631075,NA,0.310021563389357,1,0.756640390324522,1,0.767222773405984,FALSE,FALSE,FALSE,TRUE,"s__Phocaeicola dorei","g__Phocaeicola"
"856","GCF_013046825.1",0.0618536967138409,-0.277277732801607,NA,0.0236339940228259,NA,-11.7321571856966,1,2.53258489892676e-12,1,5.69971989448041e-12,FALSE,TRUE,FALSE,FALSE,"s__Turicibacter sanguinis","g__Turicibacter"
"857","GCF_013300725.1",0.100433912657615,-0.158562120992978,NA,0.0343955900070352,NA,-4.60995496691715,1,6.58668622265206e-06,1,9.49642971021569e-06,FALSE,TRUE,FALSE,TRUE,"s__Bariatricus comes_A","g__Bariatricus"
"858","GCF_013300825.1",0.535102078342116,-0.575485210741884,NA,0.0518575100824103,NA,-11.0974323647113,1,5.6210796082153e-25,1,3.77840781611823e-24,FALSE,TRUE,FALSE,TRUE,"s__Blautia_A wexlerae_B","g__Blautia_A"
"859","GCF_013304385.1",0.0747778183598717,-0.105812039250557,NA,0.0333755598508082,NA,-3.17034499866208,1,0.00175015014701235,1,0.00218499680100558,FALSE,TRUE,FALSE,FALSE,"s__Blautia_A sp900066505","g__Blautia_A"
"860","GCF_013304445.1",-0.47012765378358,0.0383337581561806,NA,0.0266410996052975,NA,1.43889549320848,1,0.160532616446736,1,0.174654405656026,FALSE,FALSE,FALSE,TRUE,"s__Blautia sp900541955","g__Blautia"
"861","GCF_013304735.1",0.558366611865499,-0.560314632768769,NA,0.0591405306734435,NA,-9.47429159644611,1,4.36991833790972e-19,1,1.76711837170453e-18,FALSE,TRUE,FALSE,TRUE,"s__Blautia_A sp900066205","g__Blautia_A"
"862","GCF_013304825.1",-0.462901019740648,0.499646210292138,NA,0.0272948243990981,NA,18.3055293921821,1,3.08427722360062e-26,1,2.23610098711045e-25,FALSE,TRUE,FALSE,TRUE,"s__Blautia_A schinkii","g__Blautia_A"
"863","GCF_013393365.1",0.232695943664591,-0.218869402541428,NA,0.0235770729301771,NA,-9.28314567247616,1,4.84294664782755e-10,1,8.92121750915602e-10,FALSE,TRUE,FALSE,FALSE,"s__Veillonella nakazawae","g__Veillonella"
"864","GCF_013394085.1",0.465050865792682,-0.843287711648023,NA,0.0228581517279318,NA,-36.8922090326996,1,2.79447948882746e-09,1,4.881921998554e-09,FALSE,TRUE,FALSE,TRUE,"s__Limosilactobacillus fermentum","g__Limosilactobacillus"
"865","GCF_013618865.1",-0.345126734653822,0.476000679034617,NA,0.0262333683038789,NA,18.144855571758,1,1.24803705400936e-32,1,1.80965372831357e-31,FALSE,TRUE,FALSE,FALSE,"s__Phocaeicola faecicola","g__Phocaeicola"
"866","GCF_013694365.1",2.26547207424918,-3.45560043919672,NA,0.0239410046273831,NA,-144.338155101658,1,5.93702083011639e-15,1,1.71195344959322e-14,FALSE,TRUE,FALSE,TRUE,"s__Limosilactobacillus reuteri_E","g__Limosilactobacillus"
"867","GCF_014131695.1",-0.199024324417412,0.085543076646743,NA,0.0279088626090396,NA,3.06508645103423,1,0.00295587347022405,1,0.00364989242369515,FALSE,TRUE,FALSE,TRUE,"s__Thomasclavelia ramosa","g__Thomasclavelia"
"868","GCF_014202115.1",-0.321445072800403,-0.193286216511537,NA,0.0227074525199793,NA,-8.51201676372427,1,6.6032911556434e-07,1,1.00938863297862e-06,FALSE,TRUE,FALSE,TRUE,"s__Catenibacillus scindens","g__Catenibacillus"
"869","GCF_014287435.1",0.606138938364867,-0.277802037831353,NA,0.0240695618094316,NA,-11.5416325411665,1,4.98731903402963e-10,1,9.17052322380448e-10,FALSE,TRUE,FALSE,FALSE,"s__Pararoseburia lenta","g__Pararoseburia"
"870","GCF_014287515.2",-0.174643204044045,0.163612617224498,NA,0.0302622009470371,NA,5.40650091878124,1,5.33831812326294e-07,1,8.19726610455656e-07,FALSE,TRUE,FALSE,FALSE,"s__Roseburia sp003470905","g__Roseburia"
"871","GCF_014287635.1",0.144974688026377,-0.118723775517755,NA,0.0274045450342902,NA,-4.33226588396927,1,3.2533702785126e-05,1,4.49274943223169e-05,FALSE,TRUE,FALSE,TRUE,"s__1XD42-69 sp014287635","g__1XD42-69"
"872","GCF_014287815.1",-0.123972714499011,0.112663756921043,NA,0.0303243461907438,NA,3.71529055275832,1,0.000569477412937031,1,0.000727068646705769,FALSE,TRUE,FALSE,TRUE,"s__Clostridium sp001916075","g__Clostridium"
"873","GCF_014287875.1",-0.0502600129680486,0.0133750559174597,NA,0.0262895217392172,NA,0.508759955777651,1,0.611878540052208,1,0.630514434673088,FALSE,FALSE,FALSE,TRUE,"s__Lawsonibacter sp014287875","g__Lawsonibacter"
"874","GCF_014287895.1",-0.36183565079142,0.374740482142516,NA,0.0309662480451449,NA,12.1015785185274,1,4.57226775199739e-22,1,2.3088814767549e-21,FALSE,TRUE,FALSE,FALSE,"s__NSJ-51 sp900549795","g__NSJ-51"
"875","GCF_014287955.1",0.389038859073239,-0.231976022284103,NA,0.0411097654793547,NA,-5.64284470074638,1,5.761575201283e-08,1,9.23854475403198e-08,FALSE,TRUE,FALSE,TRUE,"s__Lachnospira sp900316325","g__Lachnospira"
"876","GCF_014290175.1",-0.29779460011136,0.103597804910218,NA,0.0237964504597006,NA,4.35349822805133,1,0.000161828512270711,1,0.000214994685804675,FALSE,TRUE,FALSE,FALSE,"s__Merdisoma sp014290175","g__Merdisoma"
"877","GCF_014297285.1",0.068903139858521,0.269649085589002,NA,0.0412100818476438,NA,6.54327954469762,1,2.59721492717295e-10,1,4.86378810162462e-10,FALSE,TRUE,FALSE,TRUE,"s__Dysosmobacter sp001916835","g__Dysosmobacter"
"878","GCF_014297355.1",0.0897218373891343,-0.0919541255266051,NA,0.0364926059146798,NA,-2.51980156587324,1,0.0130672655365662,1,0.0154763996728293,FALSE,TRUE,FALSE,TRUE,"s__Blautia_A intestinalis","g__Blautia_A"
"879","GCF_014306095.1",0.0591590991204213,-0.0964525843713442,NA,0.0314312797153402,NA,-3.06868142961007,1,0.00252842769437837,1,0.00313735221246216,FALSE,TRUE,FALSE,TRUE,"s__Lentihominibacter faecis","g__Lentihominibacter"
"880","GCF_014333425.1",-0.311876167217879,0.0695513901424228,NA,0.0263817230572976,NA,2.63634751950684,1,0.0110223464835272,1,0.0131465119633139,FALSE,TRUE,FALSE,FALSE,"s__Zhenpiania hominis","g__Zhenpiania"
"881","GCF_014334015.1",-0.261251512044901,0.320929616607956,NA,0.0375475958400133,NA,8.54727471701266,1,2.12872643512768e-15,1,6.336238509251e-15,FALSE,TRUE,FALSE,TRUE,"s__Bacteroides intestinigallinarum","g__Bacteroides"
"882","GCF_014334055.1",-0.20169578505936,0.467179227724966,NA,0.0241612301818478,NA,19.3359040168391,1,5.14368706618911e-12,1,1.11556460944059e-11,FALSE,TRUE,FALSE,TRUE,"s__Dysosmobacter_A sp014334055","g__Dysosmobacter_A"
"883","GCF_014337155.1",0.931215181673427,-0.492995807109412,NA,0.06363316178935,NA,-7.74746678062951,1,5.10397476206223e-13,1,1.23640438746854e-12,FALSE,TRUE,FALSE,TRUE,"s__Wujia chipingensis","g__Wujia"
"884","GCF_014337215.1",-0.569154116028145,0.084582841402295,NA,0.024739830891731,NA,3.41889327265232,1,0.0013267271615952,1,0.00167075442806343,FALSE,TRUE,FALSE,FALSE,"s__Scatomonas hejianensis","g__Scatomonas"
"885","GCF_014384705.1",-0.153477590094762,0.100171098783773,NA,0.0274185068904603,NA,3.65341187920868,1,0.000446727846409009,1,0.000575417213331401,FALSE,TRUE,FALSE,FALSE,"s__Yeguia hominis","g__Yeguia"
"886","GCF_014384805.1",-0.707808113931569,0.34695027603967,NA,0.0227277528493962,NA,15.2654896565759,1,3.52622944288939e-14,1,9.49369465393298e-14,FALSE,TRUE,FALSE,FALSE,"s__Guopingia tenuis","g__Guopingia"
"887","GCF_014384965.1",0.278384294136395,-0.173314194166117,NA,0.0340752976220821,NA,-5.08621219066926,1,2.15097725749558e-06,1,3.19654746172477e-06,FALSE,TRUE,FALSE,TRUE,"s__Butyribacter hominis","g__Butyribacter"
"888","GCF_014384985.1",0.170539387217459,-0.209270320254185,NA,0.0253596823688735,NA,-8.25208759361447,1,5.56902511848258e-09,1,9.51609510986502e-09,FALSE,TRUE,FALSE,FALSE,"s__Butyribacter huaianensis","g__Butyribacter"
"889","GCF_014384995.1",-1.06682094363452,2.15221924059674,NA,0.0227556683582376,NA,94.5794782519599,1,9.41364626060087e-11,1,1.83394452101917e-10,FALSE,TRUE,FALSE,TRUE,"s__Zhenhengia yiwuensis","g__Zhenhengia"
"890","GCF_014385005.1",0.0981261560236625,-0.307824421058479,NA,0.0237540836896517,NA,-12.9588000564543,1,4.19052885068503e-13,1,1.01999683056242e-12,FALSE,TRUE,FALSE,FALSE,"s__Marvinbryantia shaoxingensis","g__Marvinbryantia"
"891","GCF_014385065.1",0.149726551779948,-1.22899939028272,NA,0.0279829678372441,NA,-43.9195512581397,1,6.33942723819733e-23,1,3.45941862729586e-22,FALSE,TRUE,FALSE,TRUE,"s__Lentihominibacter hominis","g__Lentihominibacter"
"892","GCF_014634805.1",-0.105548454442715,-0.262967808639654,NA,0.0252585925072425,NA,-10.4110238353246,1,1.0975187197976e-06,1,1.66265895611129e-06,FALSE,TRUE,FALSE,TRUE,"s__Leuconostoc falkenbergense","g__Leuconostoc"
"893","GCF_014647335.1",0.199042028667933,-0.173707685831926,NA,0.0291095238743329,NA,-5.96738327228677,1,2.388354802147e-08,1,3.90367169755105e-08,FALSE,TRUE,FALSE,FALSE,"s__Butyricimonas faecihominis","g__Butyricimonas"
"894","GCF_015074785.1",1.302138737472,-1.00784528712896,NA,0.0565653552592452,NA,-17.8173598045993,1,8.12137978048638e-37,1,1.96266678028421e-35,FALSE,TRUE,FALSE,TRUE,"s__Prevotella sp015074785","g__Prevotella"
"895","GCF_015548375.1",0.329628324843417,-1.37115444648645,NA,0.0230130588257278,NA,-59.5815817823202,1,4.30904412763332e-14,1,1.15096836567048e-13,FALSE,TRUE,FALSE,TRUE,"s__Collinsella aerofaciens_AB","g__Collinsella"
"896","GCF_015557635.1",0.552498432027023,-0.0568914121655784,NA,0.0636963707023853,NA,-0.893165678644355,1,0.372169285466864,1,0.393082023672078,FALSE,FALSE,FALSE,TRUE,"s__Fusicatenibacter saccharivorans","g__Fusicatenibacter"
"897","GCF_015560765.1",-0.0633608009413543,0.586899127508826,NA,0.0314711111489283,NA,18.6488212866552,1,1.19185087554261e-26,1,9.37774138508336e-26,FALSE,TRUE,FALSE,FALSE,"s__Collinsella aerofaciens_M","g__Collinsella"
"898","GCF_015560805.1",-0.466253513376562,0.292391373844862,NA,0.0297523768911027,NA,9.82749630105351,1,1.5406335606133e-13,1,3.88025574199132e-13,FALSE,TRUE,FALSE,FALSE,"s__Schaedlerella glycyrrhizinilytica_A","g__Schaedlerella"
"899","GCF_015667935.1",0.159244947659541,-0.0235514385308166,NA,0.0324881098879982,NA,-0.724924860572358,1,0.470378691180781,1,0.490682807346858,FALSE,FALSE,FALSE,TRUE,"s__Intestinibacter sp900540355","g__Intestinibacter"
"900","GCF_015670795.1",0.833659420736377,-0.615275968142187,NA,0.0295313935134994,NA,-20.8346405279159,1,5.54674624070035e-31,1,6.78306919796488e-30,FALSE,TRUE,FALSE,FALSE,"s__Collinsella aerofaciens_Q","g__Collinsella"
"901","GCF_015751045.1",-0.24333207930163,0.0293763245082658,NA,0.0227915313822645,NA,1.288914027564,1,0.221721425995218,1,0.238650315360707,FALSE,FALSE,FALSE,FALSE,"s__Enterococcus_B lactis","g__Enterococcus_B"
"902","GCF_016648855.1",-0.317797507250776,0.294118983523735,NA,0.023140131990475,NA,12.7103416542654,1,8.90397322880382e-10,1,1.61096841840212e-09,FALSE,TRUE,FALSE,FALSE,"s__Streptococcus parasanguinis_L","g__Streptococcus"
"903","GCF_016648925.1",-0.74358199401918,0.76685766841166,NA,0.0229465515672467,NA,33.4192990247062,1,2.86559665366583e-22,1,1.4915797966517e-21,FALSE,TRUE,FALSE,FALSE,"s__Streptococcus sp900766505","g__Streptococcus"
"904","GCF_016899775.1",-0.0443473381959704,-0.152230623034725,NA,0.0243760132692023,NA,-6.24509928483918,1,7.04212232664181e-07,1,1.07323636059181e-06,FALSE,TRUE,FALSE,FALSE,"s__Lawsonibacter sp900545895","g__Lawsonibacter"
"905","GCF_016899855.1",0.284252151500278,0.0841924380452419,NA,0.0341689028230782,NA,2.46400765284091,1,0.031454242799022,1,0.0363208833231028,FALSE,TRUE,FALSE,TRUE,"s__Prevotella sp000436595","g__Prevotella"
"906","GCF_016899955.1",-0.229631230887758,0.92334600069983,NA,0.0248355666607422,NA,37.178374599335,1,3.92162775669702e-43,1,1.59218086921899e-41,FALSE,TRUE,FALSE,FALSE,"s__Prevotella massiliensis","g__Prevotella"
"907","GCF_016901815.1",-0.167857083701249,-0.0734480325899214,NA,0.0255251110294328,NA,-2.87748141448745,1,0.00508121135104183,1,0.00619883355926377,FALSE,TRUE,FALSE,FALSE,"s__Avimicrobium caecorum","g__Avimicrobium"
"908","GCF_018228665.1",-0.447110002325108,0.376626744036285,NA,0.0239615050039835,NA,15.7179920031598,1,5.85242238216354e-18,1,2.13676572586187e-17,FALSE,TRUE,FALSE,FALSE,"s__UBA9414 sp003458885","g__UBA9414"
"909","GCF_018326305.1",0.183560291223024,-0.0402667688686636,NA,0.0288595740957266,NA,-1.39526552731165,1,0.167543563757279,1,0.182073573033874,FALSE,FALSE,FALSE,TRUE,"s__Vescimonas fastidiosa","g__Vescimonas"
"910","GCF_018390535.1",-0.0899775465529269,0.188171015284334,NA,0.0331216328186395,NA,5.68121192317666,1,1.34613805621911e-07,1,2.11506211619566e-07,FALSE,TRUE,TRUE,TRUE,"s__Bacteroides propionicigenes","g__Bacteroides"
